ExhibitId, Name, Price, DatePurchased
1137,Oliphant/ Cor d’Oliphant,384.9,2005/02/17
1138,Horagai (Japanese conch),616.4,2012/01/16
1139,Basse a Pistons (French Euphonium),778.5,2017/02/12
1140,Rajao (Portuguese guitar),412.4,2002/02/24
1141,Castanets,122.1,2002/12/18
1142,Contrabass flute,720.3,2007/10/16
1143,Washboard,695.7,1995/06/01
1144,Bordonua (Puerto Rican bass guitar),880.0,2013/03/24
1145,Bayan (Russian Accordion),961.2,2010/01/11
1146,Yun Lo (Chinese gong),613.2,2016/07/16
1147,Kadlong (Philippine fretted boat-lute),902.5,2010/08/06
1148,Vibraphone/ vibraharp ,277.3,2005/02/06
1149,Oboe d’amore,851.9,2006/06/10
1150,Double Bass,401.3,1998/01/02
1151,Melodica,438.3,2012/10/16
1152,English Horn/ Cor Anglais (French tenor Oboe),496.5,2008/06/07
1153,Bass Drum,394.1,2009/05/15
1154,Tenor sarrusophone,410.8,2014/08/21
1155,Marimba,490.6,2011/01/15
1156,Piccolo oboe,469.2,2010/09/27
1157,Agung (Philippine gong),85.8,2010/01/04
1158,Ney (Lebanese Flute),665.5,2010/04/09
1159,Saxhorn,192.9,2012/11/05
1160,Nay (Syrian wooden flute),509.7,2011/10/21
1161,Gottuvadhyam (Indian 21-stringed guitar),179.2,2001/12/10
1162,Paixiao (Chinese flute),13.9,2009/06/18
1163,Tubular Bells,81.7,2010/12/26
1164,Cimbasso,498.4,2014/03/01
1165,Kulintang a putao/ kulintang a tiniok (Philippine metallophone),450.2,2010/10/25
1166,Oboe da caccia,47.8,2000/06/29
1167,Dotara (bass ektara),911.6,2005/11/30
1168,Koudi (Chinese flute),771.5,2011/06/21
1169,Tuba,189.9,2003/06/02
1170,Contrabass saxophone,674.1,1995/03/29
1171,Clavichord,409.0,1998/09/02
1172,Yu (Chinese bamboo pipes),43.7,2004/05/21
1173,Cimpoi (Romanian bagpipe),69.6,2004/12/07
1174,Bell,126.6,2016/05/31
1175,Saraswati veena (South Indian lute),989.5,2008/04/06
1176,Dahu (Chinese bowed stringed instrument),811.1,2008/05/18
1177,Hardanger fiddle,562.7,1999/11/25
1178,Chitarrone (lower-toned lute),234.5,2013/12/06
1179,Shinobue (Japanese flute),635.0,2004/07/04
1180,Gambang (Indonesian xylophone),335.9,1994/08/18
1181,Jug,637.9,2004/02/20
1182,Marinbaphone,39.1,1996/11/05
1183,Koudi (Chinese flute),506.0,2003/08/30
1184,Archlute,720.9,2006/02/15
1185,Concertina,828.1,2013/02/05
1186,Bawu (Chinese wind instrument shaped like a flute ),991.2,1996/04/26
1187,Igil (Tuvan bowed instrument),126.8,2010/11/24
1188,Baroque Wooden Flute,382.6,2001/01/14
1189,Croatian bagpipes,201.9,2007/06/03
1190,Marimba,347.4,2007/01/04
1191,Tan-tan (Brazilian hand drum),71.6,1998/11/11
1192,Babendil (Philippine gong),303.9,2017/06/05
1193,Bell,884.9,2005/05/01
1194,Dihu (Chinese large bowed stringed instrument),47.5,1998/08/15
1195,Tsuri-daiko (Japanese hanging drum),863.5,2002/03/20
1196,Basset horn,527.2,2000/02/03
1197,Clavicembelo (Italian pianoforte),243.8,2003/12/03
1198,Cornish bagpipes,948.6,2010/05/16
1199,Pipe organ,914.2,2001/06/16
1200,Subcontrabass saxophone,857.0,2004/02/09
1201,Magyar duda (Hungarian bagpipes),440.5,2004/10/21
1202,Lute,648.9,1997/02/21
1203,Musical Saw (wood cutting saw),505.0,2015/05/15
1204,Flageolets,657.7,2014/07/10
1205,Biwa (Japanese short-necked lute),679.8,2016/05/31
1206,Gugin (Chinese bridgeless zither),939.2,2000/06/04
1207,Khene (Northeast Thailand mouth organ),956.3,1995/06/28
1208,Ruan (Chinese plucked stringed instrument),731.0,2000/05/08
1209,French Horn,176.7,2010/05/15
1210,Ryuteki (Japanese flute),532.2,2003/08/29
1211,Dubreq stylophone,65.9,1996/04/17
1212,Langeleik (Norwegian stringed instrument),963.6,2000/08/05
1213,Vertical flute,118.9,2007/08/16
1214,Archlute,421.7,1994/05/21
1215,Sampler,288.1,2007/12/22
1216,Paixiao (Chinese flute),896.6,2004/08/05
1217,Kaval (Slovakian Duct Flute),328.5,2002/11/26
1218,Dankiyo (Turkish bagpipe),267.8,2015/11/11
1219,Violotta,927.7,1994/01/08
1220,Bassoon,582.7,1994/04/10
1221,Glasschord (crystallophone),711.4,2019/01/07
1222,Kokyu (Japanese bowed instrument),274.9,1999/08/29
1223,Vladimirsky Rozhok,421.5,2011/12/02
1224,Ranat ek elk (Thai metallophone),170.3,1995/12/04
1225,Marinbaphone,436.1,2016/12/22
1226,Fiscarmonica (Italian Accordian),935.9,2014/03/22
1227,Quena (Andean flute),378.9,2018/11/18
1228,Rajao (Portuguese guitar),903.9,2013/08/13
1229,Diyingehu (contrabass gehu),731.5,1996/03/19
1230,Malimba (xylophone from the Congo),113.1,2014/05/24
1231,Gong,52.3,1993/10/16
1232,Piano,294.4,2011/07/09
1233,Charango (South American fretted lute),999.4,2011/07/20
1234,Gaita (Portuguese & Spanish bagpipe),697.4,2018/11/29
1235,Sleigh Bells,358.3,2001/11/30
1236,Octapad (electronic drumpad),398.4,1995/07/25
1237,Chabrette (French bagpipe),383.8,2015/12/21
1238,Igil (Tuvan bowed instrument),902.9,1997/02/03
1239,Marinbaphone,498.2,1993/10/20
1240,Aeolian Harp,404.2,2017/06/14
1241,Zonghu (Chinese bowed stringed instrument),948.4,2014/04/07
1242,Cigar box guitar,770.9,2015/02/02
1243,Huluhu (Chinese bowed stringed instrument),488.0,2009/10/17
1244,Gong,796.8,1995/06/13
1245,Folgerphone,731.5,2004/09/15
1246,Yayli tanbur (Turkish lute),184.7,2019/04/09
1247,Heckelphone,66.8,2004/07/16
1248,Contrabass saxophone,900.7,2014/02/26
1249,Drum machine,570.0,2011/07/19
1250,French Horn,182.4,2016/05/01
1251,Octavin,595.9,2018/08/19
1252,Basset clarinet,702.4,2003/10/09
1253,Baroque Wooden Flute,383.6,2011/01/24
1254,Mangtong (Chinese bamboo pipes),479.0,2018/11/26
1255,Gandingan a kayo (Philippine xylophone),889.8,1998/06/19
1256,Baglama/ saz (Turkish strings),156.3,2006/11/22
1257,Ney (Lebanese Flute),585.3,2007/01/23
1258,Sampler,941.1,2018/04/18
1259,Sabar (Senegalese drum),319.3,2004/11/13
1260,Viola d’amore,89.4,2011/06/09
1261,Tambour (French drum),204.9,1998/10/31
1262,Piccolo clarinet,909.8,2013/07/14
1263,Contrabass ? anche,16.4,2013/06/29
1264,Bianzhong (Chinese bronze bells ),386.6,2000/07/18
1265,Nay (Syrian wooden flute),678.3,2016/12/02
1266,Soprano clarinet,504.7,2012/10/21
1267,Pastoral pipes,85.7,1993/10/21
1268,Cu?ca (Brazilian drum),767.9,2009/04/11
1269,Scottish smallpipes,392.7,2005/11/09
1270,Quena (Andean flute),736.1,2013/01/11
1271,Mangtong (Chinese bamboo pipes),461.4,2016/07/18
1272,Arpa nottolini (Italian hooked harp),905.7,2011/02/23
1273,Washboard,207.7,1999/01/19
1274,Cigar box guitar,150.0,2010/03/04
1275,Bifora (Sicilian oboe),531.9,2010/03/25
1276,Gusli (Russian harp),990.9,2012/01/03
1277,Hunting Horn,581.9,2006/08/20
1278,Thavil (Indian drum),520.9,1993/08/30
1279,Sac de gemecs (Catalonian bagpipe),372.9,1999/01/10
1280,Naqara (Mongolian war drum),70.5,1998/12/22
1281,Tea chest bass (skiffle bass),838.3,2002/04/26
1282,Rebab (Arabic bowed stringed instrument),648.8,2003/12/14
1283,Octave mandolin,905.5,1996/02/07
1284,Koto (Japanese zither),975.4,1995/05/09
1285,Yang Chin (Chinese hammered dulcimer),463.4,2000/11/15
1286,Ahoko (Ivory Coast rattle),598.1,2000/09/18
1287,Oboe d’amore,448.4,2014/12/09
1288,Tenor mandola (European/ UK fretted stringed instrument),351.5,2003/11/21
1289,Darvyra (Greek Duct Flute),958.0,2005/08/06
1290,Tan-tan (Brazilian hand drum),529.6,2005/02/08
1291,Dankiyo (Turkish bagpipe),880.8,2005/04/20
1292,Ukulele (Hawaiian guitar),382.3,2014/12/31
1293,Rainstick,802.8,2002/07/05
1294,Bayan (Russian Accordion),735.9,1998/12/18
1295,Koziol (Polish bagpipe),439.9,1997/11/16
1296,Rudra veena (Indian plucked stringed instrument),890.6,2006/02/20
1297,Dotara (bass ektara),381.6,2003/06/26
1298,Daiko (Japanese drum),710.5,1995/02/03
1299,Vertical viola,418.3,2005/05/15
1300,Fiscarmonica (Italian Accordian),219.8,1999/12/24
1301,Contra-alto clarinet,636.8,2008/08/27
1302,Quena (Andean flute),758.0,2000/05/06
1303,Banjo,869.7,2004/01/13
1304,Bass flute,562.9,2004/01/09
1305,Harp guitar,738.2,2008/04/07
1306,Mellotron (polyphonic keyboard),997.3,1997/03/04
1307,Racket,659.4,1997/06/08
1308,Tamburitza (Croatian/ Serbian mandolin),317.6,2010/12/13
1309,Sac de gemecs (Catalonian bagpipe),866.1,2005/05/23
1310,Guqin (Chinese plucked zither),730.7,2004/09/27
1311,Melodica,297.3,1995/01/01
1312,Dholak (North Indian hand drum),274.8,2016/04/19
1313,Udu (African clay drum),107.6,2002/08/07
1314,Yun Lo (Chinese gong),49.1,2000/06/28
1315,Finger Cymbals,647.3,2008/12/17
1316,Alphorn,872.4,2005/12/22
1317,Shinobue (Japanese flute),535.9,2008/11/12
1318,Tabla (Indian/ Pakistani drum),763.3,1999/04/30
1319,Hsaio (Chinese Duct Flute),419.3,2012/11/20
1320,Marinbaphone,387.7,2011/10/16
1321,Dun dun (West African large talking drum),67.9,2003/04/07
1322,Electric piano,743.8,1998/01/14
1323,Mizwad (Arabic bagpipe),293.4,2008/01/24
1324,Kaval (Slovakian Duct Flute),921.8,1996/04/03
1325,Balafon (xylophone from Ghana),612.9,2001/04/20
1326,Kwa-yen (Chinese hanging drum),681.5,2008/01/12
1327,Ocarina,693.0,2011/11/03
1328,Chapman stick (fretboard),427.9,1994/09/02
1329,Dulzaina (Spanish oboe),734.7,2006/10/28
1330,Malimba (xylophone from the Congo),128.9,2007/11/23
1331,Daiko (Japanese drum),554.1,1997/07/12
1332,Button accordian,807.0,2000/04/14
1333,Udu (African clay drum),475.3,2008/08/03
1334,Octapad (electronic drumpad),397.0,2008/07/25
1335,Array Mbira (African thumb piano),766.0,2015/03/03
1336,Arpa nottolini (Italian hooked harp),685.1,1999/12/03
1337,Mijwiz (Arabic double pipe),54.9,1998/01/18
1338,T?rogat? (Hungarian shawm),535.5,2004/11/10
1339,Piccolo oboe,590.7,1999/11/01
1340,Vichitra veena (Indian stringed instrument),183.5,2007/12/15
1341,Babendil (Philippine gong),931.6,2010/11/12
1342,Welsh pipes,949.1,2005/12/11
1343,Reed Pipe,682.6,2000/05/17
1344,Harmonium/ reed organ,492.2,2008/10/23
1345,Calliope (steam organ),751.8,1997/03/16
1346,Mohan veena (Indian guitar),920.7,2003/04/11
1347,Great Highland bagpipe,692.0,2008/06/25
1348,Theremin (oscillator),315.2,2007/03/16
1349,Zonghu (Chinese bowed stringed instrument),897.1,1995/09/05
1350,Torupill (Estonian bagpipe),350.2,1999/04/25
1351,Saraswati veena (South Indian lute),429.6,2018/07/24
1352,Triangle,236.2,1995/05/02
1353,Geomungo/ komungo (Korean zither),727.9,2008/05/14
1354,Biwa (Japanese short-necked lute),307.3,2004/10/13
1355,Bombarde,457.6,2010/12/21
1356,Vertical flute,303.7,2013/12/06
1357,Tenor mandola (European/ UK fretted stringed instrument),109.8,2006/12/14
1358,Saw ou (Thai bowed stringed instrument),826.4,2006/03/18
1359,Sang-auk (Burmese harp),143.9,2015/06/09
1360,Cimbalom (Eastern European hammered dulcimer),158.9,2010/05/26
1361,Tenoroon (tenor bassoon),308.6,2015/12/23
1362,Lasso d’amore,880.2,2013/01/28
1363,Shofar (Jewish horn),508.8,2006/12/19
1364,Bombarde,394.7,2006/03/27
1365,Flageolets,240.4,2015/10/06
1366,Langeleik (Norwegian stringed instrument),295.3,2012/02/12
1367,Fangxiang (Chinese metallophone),114.9,2001/06/02
1368,Dhol (Iranian drum),410.5,2014/04/17
1369,Dutar (Central Asian lute),512.6,2002/07/17
1370,Bass Drum,732.9,1993/06/24
1371,Harmonium/ reed organ,205.3,2008/09/16
1372,Hosho (Zimbabwean rattle),938.8,2008/09/23
1373,Carillon (Dutch harmonising bells),79.3,1997/12/21
1374,Mando-bass (bass mandolin),869.3,1995/07/26
1375,soprillo,764.3,2009/03/11
1376,Contrabass flute,509.1,2005/06/09
1377,Wagner Tuba,173.2,1998/01/07
1378,Dihu (Chinese large bowed stringed instrument),644.3,2007/11/22
1379,Tulum (Turkish bagpipe),208.2,1998/08/16
1380,Hosho (Zimbabwean rattle),292.7,1996/12/30
1381,Jiaohu (Chinese bowed stringed instrument),119.7,1999/03/20
1382,Yun Lo (Chinese gong),626.7,2004/05/13
1383,Ghatam (Indian drum),545.6,2012/02/05
1384,Charango (South American fretted lute),152.1,2003/03/14
1385,Gottuvadhyam (Indian 21-stringed guitar),645.9,2016/02/08
1386,Pipa (Chinese lute),677.1,2001/10/25
1387,Mittlealtersackpfeife (German medieval bagpipe),185.6,2016/05/30
1388,Slit drum,35.6,1999/08/09
1389,Sac de gemecs (Catalonian bagpipe),182.2,1999/04/06
1390,Dumbelek (Turkish drum),788.3,2014/08/13
1391,Octocontrabass clarinet,74.7,2004/04/12
1392,Shekere (African rattle),647.1,2010/06/30
1393,Saenghwang (Korean mouth organ),962.5,1994/11/13
1394,Tromboon/ babone,608.2,2003/03/16
1395,Kadlong (Philippine fretted boat-lute),305.1,1996/03/21
1396,Trumpet Bb,680.6,2014/05/18
1397,Volinka (Russian bagpipes),75.7,2014/08/18
1398,Quena (Andean flute),799.2,2010/09/29
1399,Vihuela (Spanish 2-string guitar),766.6,1999/03/06
1400,Baritone sarrusophone,587.9,1996/04/09
1401,Valiha (Indonesian and Madagascan zither),131.0,2018/08/03
1402,Alto horn,923.1,1997/03/23
1403,Balafon (xylophone from Ghana),117.6,2011/11/10
1404,Yayli tanbur (Turkish lute),992.8,2001/04/17
1405,Morin khuur/ morin huur (Mongolian fiddle),684.7,1996/04/09
1406,Suling (Indonsian/Philippine flute),564.2,2004/08/12
1407,Guan (Chinese pipe),47.5,1998/07/03
1408,Istarski mih (Croatian bagpipe),522.7,2002/05/09
1409,"Cymbals – crash,634.9,2017/02/05
1410,Babendil (Philippine gong),15.6,1998/09/03
1411,Tenoroon (tenor bassoon),699.1,2005/02/02
1412,Contrabass ? anche,494.4,1997/08/23
1413,Acoustic bass guitar,270.6,2000/01/11
1414,Alto clarinet,102.7,2011/07/26
1415,Whistle,440.2,2000/05/06
1416,Hardanger fiddle,131.4,2001/10/24
1417,Vladimirsky Rozhok,392.1,1996/02/02
1418,Langeleik (Norwegian stringed instrument),775.4,2002/12/10
1419,Alto flute,891.9,2009/01/04
1420,Harp,444.8,2001/11/20
1421,Glockenspiel,62.6,2008/04/22
1422,Aulochrome (double soprano saxophone),410.0,2000/05/09
1423,Setar (Iranian lute),300.2,2002/09/15
1424,Oboe,911.5,1997/01/14
1425,Doedelzak (Dutch bagpipe),456.8,1997/09/15
1426,Zampogna (Italian bagpipe),430.1,1995/08/26
1427,Contrabass oboe,218.9,2006/10/25
1428,Banhu (Chinese bowed stringed instrument),657.8,2012/01/30
1429,Bass Drum,942.9,2004/01/11
1430,Chromatic accordian,811.9,2014/07/01
1431,Kubing (Philippine Jew’s harp),119.5,1993/11/26
1432,Baritone sarrusophone,277.6,1995/01/28
1433,Shofar (Jewish horn),645.4,1993/10/22
1434,Shawm (Renaissance oboe),16.8,2010/08/09
1435,Aru-ding or kubing  (Philippine Jew’s harp),76.7,2008/04/23
1436,Baryton (German Euphonium),179.4,2010/07/05
1437,Bayan (Russian Accordion),477.4,2007/05/18
1438,Naqara (Mongolian war drum),674.0,2007/03/05
1439,Cornet/ Cornett/ Cornetto/ Zink,664.0,1994/03/14
1440,Kangling (Tibetan serunai),886.2,2009/05/05
1441,Concertina,273.1,2006/04/03
1442,Tonette (plastic recorder),977.9,2011/02/10
1443,Pipa (Chinese lute),687.4,1999/03/28
1444,Baryton (German Euphonium),859.4,1997/01/15
1445,Oliphant/ Cor d’Oliphant,897.9,1998/06/20
1446,Kora (West African 21-string harp-lute),759.1,2002/05/28
1447,English Horn/ Cor Anglais (French tenor Oboe),542.9,2012/03/31
1448,Sleigh Bells,374.9,1994/03/27
1449,Tenor mandola (European/ UK fretted stringed instrument),847.2,2017/01/25
1450,Arpeggione (Italian six-string),34.6,2010/03/17
1451,Tuba,825.5,2014/04/06
1452,Ghatam (Indian drum),515.9,2012/10/12
1453,Arpeggione (Italian six-string),765.9,2013/12/21
1454,Slide guitar,558.7,2004/10/03
1455,Vertical flute,260.2,2004/08/14
1456,Duct Flute,46.6,2014/03/05
1457,Musical Saw (wood cutting saw),345.0,2017/12/05
1458,Psaltery (plucked zither),763.9,2001/01/14
1459,Berimbau (Brazilian musical bow),851.4,1996/01/01
1460,Jinghu (Chinese bowed stringed instrument),647.7,2016/08/19
1461,Kora (West African 21-string harp-lute),20.8,2015/06/16
1462,Leiqin (Chinese bowed instrument),294.0,2004/06/21
1463,Yazheng (Chinese zither),532.1,2016/06/02
1464,Cittern (Renaissance lute),688.0,2004/05/14
1465,Castanets,914.6,2012/01/28
1466,Magyar duda (Hungarian bagpipes),468.2,1998/07/20
1467,Xylophone,607.1,2009/09/01
1468,Chi (Chinese Transverse Flute),490.2,2008/12/25
1469,Bouzouki (Greek lute),404.4,2007/11/14
1470,Brian Boru bagpipes,935.9,1997/05/13
1471,Zonghu (Chinese bowed stringed instrument),551.6,2002/11/05
1472,Basse a Pistons (French Euphonium),114.1,1994/11/16
1473,Gaita (Portuguese & Spanish bagpipe),356.1,1994/05/15
1474,Fangxiang (Chinese metallophone),847.8,2018/05/21
1475,Chapman stick (fretboard),849.7,2007/07/14
1476,Chabrette (French bagpipe),688.5,2016/11/24
1477,Gusle/ gusla (Balkan guitar),862.5,2005/07/05
1478,Kettle drum/ Timpani,904.3,1999/07/13
1479,Khene (Northeast Thailand mouth organ),280.7,2013/02/17
1480,Bandone?n (Argentinian concertina),878.8,1996/10/12
1481,Melodica,420.5,2010/06/21
1482,Alto sarrusophone,438.9,2011/03/12
1483,Octocontra-alto clarinet,269.1,2004/08/26
1484,Clavichord (European stringed keyboard),42.6,1998/12/15
1485,Turntables,718.7,2014/11/01
1486,Scottish smallpipes,817.8,2018/06/14
1487,Gusle/ gusla (Balkan guitar),794.8,1995/08/16
1488,Sac de gemecs (Catalonian bagpipe),713.7,2015/09/08
1489,Shofar (Jewish horn),365.0,2002/03/10
1490,Finger Cymbals,431.2,2017/01/14
1491,Guiro (South & Central American notched gourd that is scraped),532.8,1996/12/23
1492,Mohan veena (Indian guitar),392.6,1995/08/10
1493,Ud/ oud (Arabic and Islamic lute),479.3,1994/03/03
1494,Steel drum,662.0,2016/05/05
1495,Octocontrabass clarinet,204.0,2010/09/18
1496,Darabukka (Arabic drum),294.8,1999/06/13
1497,Basse a Pistons (French Euphonium),496.6,2015/08/11
1498,Hunting Horn,415.0,2004/04/14
1499,Barbat (Iranian plucked lute),597.2,2016/08/14
1500,Tubular Bells,856.3,1997/12/09
1501,Zonghu (Chinese bowed stringed instrument),425.1,2003/07/27
1502,Alboka (Spanish double hornpipe),509.8,2004/03/19
1503,Tubular Bells,277.2,2003/04/20
1504,Gong,731.6,2002/06/14
1505,Tea chest bass (skiffle bass),89.3,2004/09/11
1506,Kwintangen kayo/ luntang (Philippine xylophone),519.0,2011/04/05
1507,Paixiao (Chinese flute),936.4,2000/09/02
1508,Crotales (Struck cymbals),690.8,1998/07/11
1509,Trombone,359.0,2000/09/14
1510,Yayli tanbur (Turkish lute),394.2,2016/08/23
1511,Whistle,512.8,2015/10/24
1512,Celesta (idiophone) invented 1886 in Paris by Auguste Mustel.,165.7,2005/09/27
1513,Washtub bass,473.6,2017/06/13
1514,Maraca,313.0,1999/11/12
1515,Sac de gemecs (Catalonian bagpipe),375.5,2015/02/03
1516,Musette de cour (French bagpipe),835.1,2016/01/09
1517,Teponaztli (Mexican wooden drum),787.7,2003/01/09
1518,Saung (Burmese harp),950.5,1993/12/11
1519,Shofar (Jewish horn),946.7,2009/07/19
1520,Great Highland bagpipe,411.9,1996/07/09
1521,Xiaodihu (tenor erhu),947.9,2016/02/11
1522,Musical bow,368.3,2013/09/16
1523,Dulcimer (hammered zither),820.5,2014/04/08
1524,Tonette (plastic recorder),802.2,2017/04/01
1525,Turntables,363.9,2001/10/13
1526,Kwa-yen (Chinese hanging drum),480.2,2003/06/17
1527,Palendang (Philippine flute),284.9,2018/11/04
1528,Mohan veena (Indian guitar),781.8,1999/02/02
1529,Saw ou (Thai bowed stringed instrument),640.1,2015/05/05
1530,Flugelhorn,323.5,2001/09/01
1531,Kulintang a kayo (Philippine xylophone),870.9,2016/12/09
1532,Oboe d’amore,76.2,2016/06/17
1533,French Horn,858.7,2000/08/27
1534,Chimes,993.3,1996/03/29
1535,Contrabass flute,442.3,1998/10/21
1536,Bassoon,520.1,1996/02/14
1537,Ganza (Brazilian rattle),121.1,1997/06/20
1538,Lambeg (Irish drum),709.4,2003/08/20
1539,Tin whistle,737.2,2010/12/02
1540,Tenor horn,476.2,1996/09/02
1541,Synthesizer,684.2,2005/03/02
1542,Mellophone,107.5,2014/06/24
1543,Valiha (Indonesian and Madagascan zither),560.2,2017/07/02
1544,Tenoroon (tenor bassoon),665.5,1996/02/01
1545,Bawu (Chinese wind instrument shaped like a flute ),478.7,1998/07/28
1546,Singing bowl/ rin gong (Himalayan standing bell),103.1,2012/06/06
1547,Tar (Persian lute),197.0,2010/05/14
1548,Subcontrabass flute,851.0,2000/10/20
1549,Basse a Pistons (French Euphonium),654.8,2018/05/19
1550,Bandone?n (Argentinian concertina),417.2,2005/06/14
1551,Gandingan a kayo (Philippine xylophone),672.7,2003/11/25
1552,Zampogna (Italian bagpipe),323.3,2003/12/16
1553,Dotara (bass ektara),930.2,2014/05/27
1554,"Bandola (plucked lute from Cuba,448.2,2009/10/06
1555,Octave mandolin,656.1,2000/06/11
1556,Great Irish warpipes,990.0,2002/02/20
1557,Clavichord (European stringed keyboard),451.7,1996/03/22
1558,Synclavier,375.7,2011/01/17
1559,Timple (Canary Islands/ Murcia ukulele),771.1,2005/04/23
1560,Bifora (Sicilian oboe),870.0,2015/10/23
1561,Tom-tom,173.5,1995/10/15
1562,Cuatro (Latin American lute),458.3,2005/10/27
1563,Charango (South American fretted lute),340.8,2006/12/20
1564,Theorbo (lower-toned lute),599.3,2007/09/27
1565,Sousaphone,421.6,2004/10/16
1566,Scottish smallpipes,778.3,2017/03/30
1567,Melodica,585.9,1996/03/30
1568,Alto flute,242.5,2016/11/05
1569,Marinbaphone,194.9,2014/09/27
1570,Irish bouzouki,865.3,2002/04/27
1571,Border pipe/ lowland bagpipe,72.8,2016/06/05
1572,Bassoon,61.5,2009/12/13
1573,Lithophone (stone barred xylophone),854.4,2004/03/08
1574,Mijwiz (Arabic double pipe),517.6,1994/04/21
1575,Tenor sarrusophone,615.4,2006/05/07
1576,Contra-alto clarinet,233.4,2009/04/26
1577,Barbat (Iranian plucked lute),983.1,2014/01/17
1578,Viola d’amore,663.1,2007/04/13
1579,Singing bowl/ rin gong (Himalayan standing bell),402.4,1996/10/07
1580,Bianzhong (Chinese bronze bells ),984.9,2004/03/21
1581,Janggu (Korean drum),74.5,2013/08/05
1582,Quena (Andean flute),578.7,1995/10/21
1583,Sackbutt (trombone family’s ancestor),606.2,2015/12/07
1584,Willow flute,223.3,2012/07/01
1585,Koziol (Polish bagpipe),268.8,2007/04/09
1586,Concertina,808.7,2013/10/25
1587,Pan pipes,568.4,2003/01/30
1588,Raita (Moroccan serunai),499.0,2012/08/23
1589,Kulintang a putao/ kulintang a tiniok (Philippine metallophone),77.5,2013/10/11
1590,Tar (Persian lute),27.5,2001/03/23
1591,Croatian bagpipes,175.9,2007/04/15
1592,Sarrusophone,808.3,2010/04/18
1593,Reed contrabass,674.3,2014/12/02
1594,Guitar 12 Strings,379.3,2007/08/22
1595,Octocontra-alto clarinet,788.4,2003/01/08
1596,Ajaeng,452.1,2009/12/10
1597,Rebec (15th/ 16th century rebab),481.8,2018/05/03
1598,Flute,163.9,2019/02/19
1599,Reed Pipe,299.7,2003/12/17
1600,Jew’s harp (plucked idiophone),242.9,2015/11/16
1601,Yang chi’in (Chinese zither),100.7,2009/01/08
1602,Riq/ riqq/ rik (Arabic tambourine),950.8,1996/09/23
1603,Array Mbira (African thumb piano),586.1,2014/11/19
1604,Bandurria (Spanish / Latin American plucked lute),263.0,2000/05/09
1605,Darabukka (Arabic drum),729.9,2011/07/09
1606,Tambour (French drum),145.1,2012/04/08
1607,Hammered dulcimer,416.7,2004/01/19
1608,Dombak (Iranian drum),655.6,1996/03/19
1609,Whip,856.4,1999/10/10
1610,Ocarina,40.6,1999/05/11
1611,Contrabassoon,888.5,2016/11/02
1612,Washint (Ethiopian flute),385.7,1995/10/05
1613,Banhu (Chinese bowed stringed instrument),277.4,2006/08/02
1614,Lirone,878.1,1994/06/28
